Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
HG4,O3,17/01/2013 10:15,7,ug m-3,P
HG4,O3,17/01/2013 10:30,5,ug m-3,P
HG4,O3,17/01/2013 10:45,5,ug m-3,P
HG4,O3,17/01/2013 11:00,8,ug m-3,P
HG4,O3,17/01/2013 11:15,10,ug m-3,P
HG4,O3,17/01/2013 11:30,9,ug m-3,P
HG4,O3,17/01/2013 11:45,9,ug m-3,P
HG4,O3,17/01/2013 12:00,9,ug m-3,P
HG4,O3,17/01/2013 12:15,7,ug m-3,P
HG4,O3,17/01/2013 12:30,7,ug m-3,P
HG4,O3,17/01/2013 12:45,10,ug m-3,P
HG4,O3,17/01/2013 13:00,9,ug m-3,P
HG4,O3,17/01/2013 13:15,9,ug m-3,P
HG4,O3,17/01/2013 13:30,9,ug m-3,P
HG4,O3,17/01/2013 13:45,8,ug m-3,P
HG4,O3,17/01/2013 14:00,8,ug m-3,P
HG4,O3,17/01/2013 14:15,6,ug m-3,P
HG4,O3,17/01/2013 14:30,7,ug m-3,P
HG4,O3,17/01/2013 14:45,7,ug m-3,P
HG4,O3,17/01/2013 15:00,9,ug m-3,P
HG4,O3,17/01/2013 15:15,5,ug m-3,P
HG4,O3,17/01/2013 15:30,8,ug m-3,P
HG4,O3,17/01/2013 15:45,5,ug m-3,P
HG4,O3,17/01/2013 16:00,8,ug m-3,P
HG4,O3,17/01/2013 16:15,5,ug m-3,P
HG4,O3,17/01/2013 16:30,7,ug m-3,P
HG4,O3,17/01/2013 16:45,5,ug m-3,P
HG4,O3,17/01/2013 17:00,7,ug m-3,P
HG4,O3,17/01/2013 17:15,6,ug m-3,P
HG4,O3,17/01/2013 17:30,5,ug m-3,P
HG4,O3,17/01/2013 17:45,7,ug m-3,P
HG4,O3,17/01/2013 18:00,5,ug m-3,P
HG4,O3,17/01/2013 18:15,8,ug m-3,P
HG4,O3,17/01/2013 18:30,5,ug m-3,P
HG4,O3,17/01/2013 18:45,8,ug m-3,P
HG4,O3,17/01/2013 19:00,6,ug m-3,P
HG4,O3,17/01/2013 19:15,6,ug m-3,P
HG4,O3,17/01/2013 19:30,7,ug m-3,P
HG4,O3,17/01/2013 19:45,7,ug m-3,P
HG4,O3,17/01/2013 20:00,8,ug m-3,P
HG4,O3,17/01/2013 20:15,5,ug m-3,P
HG4,O3,17/01/2013 20:30,8,ug m-3,P
HG4,O3,17/01/2013 20:45,5,ug m-3,P
HG4,O3,17/01/2013 21:00,8,ug m-3,P
HG4,O3,17/01/2013 21:15,5,ug m-3,P
HG4,O3,17/01/2013 21:30,8,ug m-3,P
HG4,O3,17/01/2013 21:45,4,ug m-3,P
HG4,O3,17/01/2013 22:00,8,ug m-3,P
HG4,O3,17/01/2013 22:15,5,ug m-3,P
HG4,O3,17/01/2013 22:30,7,ug m-3,P
HG4,O3,17/01/2013 22:45,5,ug m-3,P
HG4,O3,17/01/2013 23:00,7,ug m-3,P
HG4,O3,17/01/2013 23:15,5,ug m-3,P
HG4,O3,17/01/2013 23:30,7,ug m-3,P
HG4,O3,17/01/2013 23:45,5,ug m-3,P
HG4,O3,18/01/2013 00:00,15,ug m-3,P
HG4,O3,18/01/2013 00:15,20,ug m-3,P
HG4,O3,18/01/2013 00:30,7,ug m-3,P
HG4,O3,18/01/2013 00:45,,ug m-3,P
HG4,O3,18/01/2013 01:00,,ug m-3,P
HG4,O3,18/01/2013 01:15,17,ug m-3,P
HG4,O3,18/01/2013 01:30,21,ug m-3,P
HG4,O3,18/01/2013 01:45,36,ug m-3,P
HG4,O3,18/01/2013 02:00,35,ug m-3,P
HG4,O3,18/01/2013 02:15,41,ug m-3,P
HG4,O3,18/01/2013 02:30,44,ug m-3,P
HG4,O3,18/01/2013 02:45,48,ug m-3,P
HG4,O3,18/01/2013 03:00,46,ug m-3,P
HG4,O3,18/01/2013 03:15,45,ug m-3,P
HG4,O3,18/01/2013 03:30,41,ug m-3,P
HG4,O3,18/01/2013 03:45,35,ug m-3,P
HG4,O3,18/01/2013 04:00,33,ug m-3,P
HG4,O3,18/01/2013 04:15,25,ug m-3,P
HG4,O3,18/01/2013 04:30,24,ug m-3,P
HG4,O3,18/01/2013 04:45,17,ug m-3,P
HG4,O3,18/01/2013 05:00,23,ug m-3,P
HG4,O3,18/01/2013 05:15,16,ug m-3,P
HG4,O3,18/01/2013 05:30,18,ug m-3,P
HG4,O3,18/01/2013 05:45,19,ug m-3,P
HG4,O3,18/01/2013 06:00,19,ug m-3,P
HG4,O3,18/01/2013 06:15,18,ug m-3,P
HG4,O3,18/01/2013 06:30,25,ug m-3,P
HG4,O3,18/01/2013 06:45,30,ug m-3,P
HG4,O3,18/01/2013 07:00,31,ug m-3,P
HG4,O3,18/01/2013 07:15,36,ug m-3,P
HG4,O3,18/01/2013 07:30,21,ug m-3,P
HG4,O3,18/01/2013 07:45,19,ug m-3,P
HG4,O3,18/01/2013 08:00,28,ug m-3,P
HG4,O3,18/01/2013 08:15,23,ug m-3,P
HG4,O3,18/01/2013 08:30,22,ug m-3,P
HG4,O3,18/01/2013 08:45,27,ug m-3,P
HG4,O3,18/01/2013 09:00,25,ug m-3,P
HG4,O3,18/01/2013 09:15,21,ug m-3,P
HG4,O3,18/01/2013 09:30,11,ug m-3,P
HG4,O3,18/01/2013 09:45,10,ug m-3,P
HG4,O3,18/01/2013 10:00,15,ug m-3,P
HG4,O3,18/01/2013 10:15,16,ug m-3,P
HG4,O3,18/01/2013 10:30,14,ug m-3,P
HG4,O3,18/01/2013 10:45,18,ug m-3,P
HG4,O3,18/01/2013 11:00,24,ug m-3,P
HG4,O3,18/01/2013 11:15,21,ug m-3,P
HG4,O3,18/01/2013 11:30,16,ug m-3,P
HG4,O3,18/01/2013 11:45,21,ug m-3,P
HG4,O3,18/01/2013 12:00,19,ug m-3,P
HG4,O3,18/01/2013 12:15,18,ug m-3,P
HG4,O3,18/01/2013 12:30,19,ug m-3,P
HG4,O3,18/01/2013 12:45,17,ug m-3,P
HG4,O3,18/01/2013 13:00,21,ug m-3,P
HG4,O3,18/01/2013 13:15,24,ug m-3,P
HG4,O3,18/01/2013 13:30,32,ug m-3,P
HG4,O3,18/01/2013 13:45,24,ug m-3,P
HG4,O3,18/01/2013 14:00,23,ug m-3,P
HG4,O3,18/01/2013 14:15,25,ug m-3,P
HG4,O3,18/01/2013 14:30,32,ug m-3,P
HG4,O3,18/01/2013 14:45,33,ug m-3,P
HG4,O3,18/01/2013 15:00,26,ug m-3,P
HG4,O3,18/01/2013 15:15,31,ug m-3,P
HG4,O3,18/01/2013 15:30,25,ug m-3,P
HG4,O3,18/01/2013 15:45,25,ug m-3,P
HG4,O3,18/01/2013 16:00,19,ug m-3,P
HG4,O3,18/01/2013 16:15,14,ug m-3,P
HG4,O3,18/01/2013 16:30,11,ug m-3,P
HG4,O3,18/01/2013 16:45,11,ug m-3,P
HG4,O3,18/01/2013 17:00,11,ug m-3,P
HG4,O3,18/01/2013 17:15,7,ug m-3,P
HG4,O3,18/01/2013 17:30,11,ug m-3,P
HG4,O3,18/01/2013 17:45,10,ug m-3,P
HG4,O3,18/01/2013 18:00,17,ug m-3,P
HG4,O3,18/01/2013 18:15,15,ug m-3,P
HG4,O3,18/01/2013 18:30,16,ug m-3,P
HG4,O3,18/01/2013 18:45,11,ug m-3,P
HG4,O3,18/01/2013 19:00,14,ug m-3,P
HG4,O3,18/01/2013 19:15,10,ug m-3,P
HG4,O3,18/01/2013 19:30,9,ug m-3,P
HG4,O3,18/01/2013 19:45,8,ug m-3,P
HG4,O3,18/01/2013 20:00,11,ug m-3,P
HG4,O3,18/01/2013 20:15,7,ug m-3,P
HG4,O3,18/01/2013 20:30,8,ug m-3,P
HG4,O3,18/01/2013 20:45,9,ug m-3,P
HG4,O3,18/01/2013 21:00,8,ug m-3,P
HG4,O3,18/01/2013 21:15,7,ug m-3,P
HG4,O3,18/01/2013 21:30,7,ug m-3,P
HG4,O3,18/01/2013 21:45,9,ug m-3,P
HG4,O3,18/01/2013 22:00,7,ug m-3,P
HG4,O3,18/01/2013 22:15,9,ug m-3,P
HG4,O3,18/01/2013 22:30,7,ug m-3,P
HG4,O3,18/01/2013 22:45,10,ug m-3,P
HG4,O3,18/01/2013 23:00,10,ug m-3,P
HG4,O3,18/01/2013 23:15,13,ug m-3,P
HG4,O3,18/01/2013 23:30,13,ug m-3,P
HG4,O3,18/01/2013 23:45,13,ug m-3,P
HG4,O3,19/01/2013 00:00,17,ug m-3,P
HG4,O3,19/01/2013 00:15,15,ug m-3,P
HG4,O3,19/01/2013 00:30,17,ug m-3,P
HG4,O3,19/01/2013 00:45,,ug m-3,P
HG4,O3,19/01/2013 01:00,,ug m-3,P
HG4,O3,19/01/2013 01:15,24,ug m-3,P
HG4,O3,19/01/2013 01:30,23,ug m-3,P
HG4,O3,19/01/2013 01:45,27,ug m-3,P
HG4,O3,19/01/2013 02:00,28,ug m-3,P
HG4,O3,19/01/2013 02:15,28,ug m-3,P
HG4,O3,19/01/2013 02:30,28,ug m-3,P
HG4,O3,19/01/2013 02:45,31,ug m-3,P
HG4,O3,19/01/2013 03:00,27,ug m-3,P
HG4,O3,19/01/2013 03:15,29,ug m-3,P
HG4,O3,19/01/2013 03:30,25,ug m-3,P
HG4,O3,19/01/2013 03:45,25,ug m-3,P
HG4,O3,19/01/2013 04:00,24,ug m-3,P
HG4,O3,19/01/2013 04:15,25,ug m-3,P
HG4,O3,19/01/2013 04:30,20,ug m-3,P
HG4,O3,19/01/2013 04:45,17,ug m-3,P
HG4,O3,19/01/2013 05:00,16,ug m-3,P
HG4,O3,19/01/2013 05:15,14,ug m-3,P
HG4,O3,19/01/2013 05:30,14,ug m-3,P
HG4,O3,19/01/2013 05:45,12,ug m-3,P
HG4,O3,19/01/2013 06:00,17,ug m-3,P
HG4,O3,19/01/2013 06:15,13,ug m-3,P
HG4,O3,19/01/2013 06:30,21,ug m-3,P
HG4,O3,19/01/2013 06:45,15,ug m-3,P
HG4,O3,19/01/2013 07:00,13,ug m-3,P
HG4,O3,19/01/2013 07:15,17,ug m-3,P
HG4,O3,19/01/2013 07:30,18,ug m-3,P
HG4,O3,19/01/2013 07:45,20,ug m-3,P
HG4,O3,19/01/2013 08:00,15,ug m-3,P
HG4,O3,19/01/2013 08:15,17,ug m-3,P
HG4,O3,19/01/2013 08:30,23,ug m-3,P
HG4,O3,19/01/2013 08:45,27,ug m-3,P
HG4,O3,19/01/2013 09:00,23,ug m-3,P
HG4,O3,19/01/2013 09:15,28,ug m-3,P
HG4,O3,19/01/2013 09:30,27,ug m-3,P
HG4,O3,19/01/2013 09:45,30,ug m-3,P
HG4,O3,19/01/2013 10:00,25,ug m-3,P
HG4,O3,19/01/2013 10:15,32,ug m-3,P
HG4,O3,19/01/2013 10:30,29,ug m-3,P
HG4,O3,19/01/2013 10:45,32,ug m-3,P
HG4,O3,19/01/2013 11:00,31,ug m-3,P
HG4,O3,19/01/2013 11:15,32,ug m-3,P
HG4,O3,19/01/2013 11:30,27,ug m-3,P
HG4,O3,19/01/2013 11:45,31,ug m-3,P
HG4,O3,19/01/2013 12:00,30,ug m-3,P
HG4,O3,19/01/2013 12:15,35,ug m-3,P
HG4,O3,19/01/2013 12:30,33,ug m-3,P
HG4,O3,19/01/2013 12:45,35,ug m-3,P
HG4,O3,19/01/2013 13:00,33,ug m-3,P
HG4,O3,19/01/2013 13:15,32,ug m-3,P
HG4,O3,19/01/2013 13:30,36,ug m-3,P
HG4,O3,19/01/2013 13:45,43,ug m-3,P
HG4,O3,19/01/2013 14:00,41,ug m-3,P
HG4,O3,19/01/2013 14:15,39,ug m-3,P
HG4,O3,19/01/2013 14:30,41,ug m-3,P
HG4,O3,19/01/2013 14:45,39,ug m-3,P
HG4,O3,19/01/2013 15:00,42,ug m-3,P
HG4,O3,19/01/2013 15:15,40,ug m-3,P
HG4,O3,19/01/2013 15:30,40,ug m-3,P
HG4,O3,19/01/2013 15:45,41,ug m-3,P
HG4,O3,19/01/2013 16:00,46,ug m-3,P
HG4,O3,19/01/2013 16:15,47,ug m-3,P
HG4,O3,19/01/2013 16:30,46,ug m-3,P
HG4,O3,19/01/2013 16:45,43,ug m-3,P
HG4,O3,19/01/2013 17:00,49,ug m-3,P
HG4,O3,19/01/2013 17:15,43,ug m-3,P
HG4,O3,19/01/2013 17:30,50,ug m-3,P
HG4,O3,19/01/2013 17:45,55,ug m-3,P
HG4,O3,19/01/2013 18:00,59,ug m-3,P
HG4,O3,19/01/2013 18:15,52,ug m-3,P
HG4,O3,19/01/2013 18:30,56,ug m-3,P
HG4,O3,19/01/2013 18:45,55,ug m-3,P
HG4,O3,19/01/2013 19:00,57,ug m-3,P
HG4,O3,19/01/2013 19:15,54,ug m-3,P
HG4,O3,19/01/2013 19:30,56,ug m-3,P
HG4,O3,19/01/2013 19:45,57,ug m-3,P
HG4,O3,19/01/2013 20:00,58,ug m-3,P
HG4,O3,19/01/2013 20:15,56,ug m-3,P
HG4,O3,19/01/2013 20:30,54,ug m-3,P
HG4,O3,19/01/2013 20:45,58,ug m-3,P
HG4,O3,19/01/2013 21:00,54,ug m-3,P
HG4,O3,19/01/2013 21:15,56,ug m-3,P
HG4,O3,19/01/2013 21:30,55,ug m-3,P
HG4,O3,19/01/2013 21:45,55,ug m-3,P
HG4,O3,19/01/2013 22:00,58,ug m-3,P
HG4,O3,19/01/2013 22:15,56,ug m-3,P
HG4,O3,19/01/2013 22:30,61,ug m-3,P
HG4,O3,19/01/2013 22:45,60,ug m-3,P
HG4,O3,19/01/2013 23:00,60,ug m-3,P
HG4,O3,19/01/2013 23:15,62,ug m-3,P
HG4,O3,19/01/2013 23:30,62,ug m-3,P
HG4,O3,19/01/2013 23:45,59,ug m-3,P
HG4,O3,20/01/2013 00:00,58,ug m-3,P
HG4,O3,20/01/2013 00:15,59,ug m-3,P
HG4,O3,20/01/2013 00:30,62,ug m-3,P
HG4,O3,20/01/2013 00:45,,ug m-3,P
HG4,O3,20/01/2013 01:00,,ug m-3,P
HG4,O3,20/01/2013 01:15,58,ug m-3,P
HG4,O3,20/01/2013 01:30,58,ug m-3,P
HG4,O3,20/01/2013 01:45,62,ug m-3,P
HG4,O3,20/01/2013 02:00,64,ug m-3,P
HG4,O3,20/01/2013 02:15,64,ug m-3,P
HG4,O3,20/01/2013 02:30,65,ug m-3,P
HG4,O3,20/01/2013 02:45,66,ug m-3,P
HG4,O3,20/01/2013 03:00,68,ug m-3,P
HG4,O3,20/01/2013 03:15,66,ug m-3,P
HG4,O3,20/01/2013 03:30,69,ug m-3,P
HG4,O3,20/01/2013 03:45,69,ug m-3,P
HG4,O3,20/01/2013 04:00,72,ug m-3,P
HG4,O3,20/01/2013 04:15,69,ug m-3,P
HG4,O3,20/01/2013 04:30,72,ug m-3,P
HG4,O3,20/01/2013 04:45,68,ug m-3,P
HG4,O3,20/01/2013 05:00,72,ug m-3,P
HG4,O3,20/01/2013 05:15,66,ug m-3,P
HG4,O3,20/01/2013 05:30,65,ug m-3,P
HG4,O3,20/01/2013 05:45,64,ug m-3,P
HG4,O3,20/01/2013 06:00,69,ug m-3,P
HG4,O3,20/01/2013 06:15,68,ug m-3,P
HG4,O3,20/01/2013 06:30,69,ug m-3,P
HG4,O3,20/01/2013 06:45,69,ug m-3,P
HG4,O3,20/01/2013 07:00,63,ug m-3,P
HG4,O3,20/01/2013 07:15,65,ug m-3,P
HG4,O3,20/01/2013 07:30,63,ug m-3,P
HG4,O3,20/01/2013 07:45,59,ug m-3,P
HG4,O3,20/01/2013 08:00,58,ug m-3,P
HG4,O3,20/01/2013 08:15,62,ug m-3,P
HG4,O3,20/01/2013 08:30,60,ug m-3,P
HG4,O3,20/01/2013 08:45,56,ug m-3,P
HG4,O3,20/01/2013 09:00,52,ug m-3,P
HG4,O3,20/01/2013 09:15,57,ug m-3,P
HG4,O3,20/01/2013 09:30,56,ug m-3,P
HG4,O3,20/01/2013 09:45,53,ug m-3,P
HG4,O3,20/01/2013 10:00,60,ug m-3,P
HG4,O3,20/01/2013 10:15,56,ug m-3,P
HG4,O3,20/01/2013 10:30,56,ug m-3,P
HG4,O3,20/01/2013 10:45,55,ug m-3,P
HG4,O3,20/01/2013 11:00,60,ug m-3,P
HG4,O3,20/01/2013 11:15,60,ug m-3,P
HG4,O3,20/01/2013 11:30,57,ug m-3,P
HG4,O3,20/01/2013 11:45,59,ug m-3,P
HG4,O3,20/01/2013 12:00,56,ug m-3,P
HG4,O3,20/01/2013 12:15,55,ug m-3,P
HG4,O3,20/01/2013 12:30,51,ug m-3,P
HG4,O3,20/01/2013 12:45,52,ug m-3,P
HG4,O3,20/01/2013 13:00,52,ug m-3,P
HG4,O3,20/01/2013 13:15,49,ug m-3,P
HG4,O3,20/01/2013 13:30,51,ug m-3,P
HG4,O3,20/01/2013 13:45,54,ug m-3,P
HG4,O3,20/01/2013 14:00,54,ug m-3,P
HG4,O3,20/01/2013 14:15,53,ug m-3,P
HG4,O3,20/01/2013 14:30,53,ug m-3,P
HG4,O3,20/01/2013 14:45,50,ug m-3,P
HG4,O3,20/01/2013 15:00,48,ug m-3,P
HG4,O3,20/01/2013 15:15,47,ug m-3,P
HG4,O3,20/01/2013 15:30,49,ug m-3,P
HG4,O3,20/01/2013 15:45,46,ug m-3,P
HG4,O3,20/01/2013 16:00,44,ug m-3,P
HG4,O3,20/01/2013 16:15,38,ug m-3,P
HG4,O3,20/01/2013 16:30,41,ug m-3,P
HG4,O3,20/01/2013 16:45,38,ug m-3,P
HG4,O3,20/01/2013 17:00,43,ug m-3,P
HG4,O3,20/01/2013 17:15,40,ug m-3,P
HG4,O3,20/01/2013 17:30,42,ug m-3,P
HG4,O3,20/01/2013 17:45,43,ug m-3,P
HG4,O3,20/01/2013 18:00,44,ug m-3,P
HG4,O3,20/01/2013 18:15,40,ug m-3,P
HG4,O3,20/01/2013 18:30,43,ug m-3,P
HG4,O3,20/01/2013 18:45,42,ug m-3,P
HG4,O3,20/01/2013 19:00,45,ug m-3,P
HG4,O3,20/01/2013 19:15,36,ug m-3,P
HG4,O3,20/01/2013 19:30,43,ug m-3,P
HG4,O3,20/01/2013 19:45,41,ug m-3,P
HG4,O3,20/01/2013 20:00,43,ug m-3,P
HG4,O3,20/01/2013 20:15,43,ug m-3,P
HG4,O3,20/01/2013 20:30,47,ug m-3,P
HG4,O3,20/01/2013 20:45,45,ug m-3,P
HG4,O3,20/01/2013 21:00,46,ug m-3,P
HG4,O3,20/01/2013 21:15,47,ug m-3,P
HG4,O3,20/01/2013 21:30,44,ug m-3,P
HG4,O3,20/01/2013 21:45,48,ug m-3,P
HG4,O3,20/01/2013 22:00,41,ug m-3,P
HG4,O3,20/01/2013 22:15,44,ug m-3,P
HG4,O3,20/01/2013 22:30,44,ug m-3,P
HG4,O3,20/01/2013 22:45,45,ug m-3,P
HG4,O3,20/01/2013 23:00,43,ug m-3,P
HG4,O3,20/01/2013 23:15,48,ug m-3,P
HG4,O3,20/01/2013 23:30,45,ug m-3,P
HG4,O3,20/01/2013 23:45,47,ug m-3,P
HG4,O3,21/01/2013 00:00,42,ug m-3,P
HG4,O3,21/01/2013 00:15,41,ug m-3,P
HG4,O3,21/01/2013 00:30,43,ug m-3,P
HG4,O3,21/01/2013 00:45,,ug m-3,P
HG4,O3,21/01/2013 01:00,,ug m-3,P
HG4,O3,21/01/2013 01:15,39,ug m-3,P
HG4,O3,21/01/2013 01:30,42,ug m-3,P
HG4,O3,21/01/2013 01:45,36,ug m-3,P
HG4,O3,21/01/2013 02:00,35,ug m-3,P
HG4,O3,21/01/2013 02:15,33,ug m-3,P
HG4,O3,21/01/2013 02:30,29,ug m-3,P
HG4,O3,21/01/2013 02:45,23,ug m-3,P
HG4,O3,21/01/2013 03:00,19,ug m-3,P
HG4,O3,21/01/2013 03:15,18,ug m-3,P
HG4,O3,21/01/2013 03:30,13,ug m-3,P
HG4,O3,21/01/2013 03:45,11,ug m-3,P
HG4,O3,21/01/2013 04:00,9,ug m-3,P
HG4,O3,21/01/2013 04:15,12,ug m-3,P
HG4,O3,21/01/2013 04:30,19,ug m-3,P
HG4,O3,21/01/2013 04:45,28,ug m-3,P
HG4,O3,21/01/2013 05:00,33,ug m-3,P
HG4,O3,21/01/2013 05:15,35,ug m-3,P
HG4,O3,21/01/2013 05:30,27,ug m-3,P
HG4,O3,21/01/2013 05:45,25,ug m-3,P
HG4,O3,21/01/2013 06:00,21,ug m-3,P
HG4,O3,21/01/2013 06:15,19,ug m-3,P
HG4,O3,21/01/2013 06:30,13,ug m-3,P
HG4,O3,21/01/2013 06:45,9,ug m-3,P
HG4,O3,21/01/2013 07:00,8,ug m-3,P
HG4,O3,21/01/2013 07:15,8,ug m-3,P
HG4,O3,21/01/2013 07:30,7,ug m-3,P
HG4,O3,21/01/2013 07:45,9,ug m-3,P
HG4,O3,21/01/2013 08:00,10,ug m-3,P
HG4,O3,21/01/2013 08:15,10,ug m-3,P
HG4,O3,21/01/2013 08:30,8,ug m-3,P
HG4,O3,21/01/2013 08:45,8,ug m-3,P
HG4,O3,21/01/2013 09:00,12,ug m-3,P
HG4,O3,21/01/2013 09:15,8,ug m-3,P
HG4,O3,21/01/2013 09:30,12,ug m-3,P
HG4,O3,21/01/2013 09:45,16,ug m-3,P
HG4,O3,21/01/2013 10:00,28,ug m-3,P
HG4,O3,21/01/2013 10:15,26,ug m-3,P
HG4,O3,21/01/2013 10:30,35,ug m-3,P
HG4,O3,21/01/2013 10:45,33,ug m-3,P
HG4,O3,21/01/2013 11:00,33,ug m-3,P
HG4,O3,21/01/2013 11:15,32,ug m-3,P
HG4,O3,21/01/2013 11:30,31,ug m-3,P
HG4,O3,21/01/2013 11:45,39,ug m-3,P
HG4,O3,21/01/2013 12:00,35,ug m-3,P
HG4,O3,21/01/2013 12:15,35,ug m-3,P
HG4,O3,21/01/2013 12:30,37,ug m-3,P
HG4,O3,21/01/2013 12:45,40,ug m-3,P
HG4,O3,21/01/2013 13:00,43,ug m-3,P
HG4,O3,21/01/2013 13:15,39,ug m-3,P
HG4,O3,21/01/2013 13:30,38,ug m-3,P
HG4,O3,21/01/2013 13:45,38,ug m-3,P
HG4,O3,21/01/2013 14:00,36,ug m-3,P
HG4,O3,21/01/2013 14:15,31,ug m-3,P
HG4,O3,21/01/2013 14:30,22,ug m-3,P
HG4,O3,21/01/2013 14:45,19,ug m-3,P
HG4,O3,21/01/2013 15:00,24,ug m-3,P
HG4,O3,21/01/2013 15:15,24,ug m-3,P
HG4,O3,21/01/2013 15:30,23,ug m-3,P
HG4,O3,21/01/2013 15:45,21,ug m-3,P
HG4,O3,21/01/2013 16:00,15,ug m-3,P
HG4,O3,21/01/2013 16:15,8,ug m-3,P
HG4,O3,21/01/2013 16:30,7,ug m-3,P
HG4,O3,21/01/2013 16:45,7,ug m-3,P
HG4,O3,21/01/2013 17:00,5,ug m-3,P
HG4,O3,21/01/2013 17:15,8,ug m-3,P
HG4,O3,21/01/2013 17:30,5,ug m-3,P
HG4,O3,21/01/2013 17:45,7,ug m-3,P
HG4,O3,21/01/2013 18:00,6,ug m-3,P
HG4,O3,21/01/2013 18:15,6,ug m-3,P
HG4,O3,21/01/2013 18:30,7,ug m-3,P
HG4,O3,21/01/2013 18:45,5,ug m-3,P
HG4,O3,21/01/2013 19:00,8,ug m-3,P
HG4,O3,21/01/2013 19:15,5,ug m-3,P
HG4,O3,21/01/2013 19:30,6,ug m-3,P
HG4,O3,21/01/2013 19:45,8,ug m-3,P
HG4,O3,21/01/2013 20:00,6,ug m-3,P
HG4,O3,21/01/2013 20:15,8,ug m-3,P
HG4,O3,21/01/2013 20:30,6,ug m-3,P
HG4,O3,21/01/2013 20:45,8,ug m-3,P
HG4,O3,21/01/2013 21:00,7,ug m-3,P
HG4,O3,21/01/2013 21:15,6,ug m-3,P
HG4,O3,21/01/2013 21:30,7,ug m-3,P
HG4,O3,21/01/2013 21:45,6,ug m-3,P
HG4,O3,21/01/2013 22:00,6,ug m-3,P
HG4,O3,21/01/2013 22:15,7,ug m-3,P
HG4,O3,21/01/2013 22:30,5,ug m-3,P
HG4,O3,21/01/2013 22:45,8,ug m-3,P
HG4,O3,21/01/2013 23:00,7,ug m-3,P
HG4,O3,21/01/2013 23:15,6,ug m-3,P
HG4,O3,21/01/2013 23:30,7,ug m-3,P
HG4,O3,21/01/2013 23:45,5,ug m-3,P
HG4,O3,22/01/2013 00:00,8,ug m-3,P
HG4,O3,22/01/2013 00:15,6,ug m-3,P
HG4,O3,22/01/2013 00:30,6,ug m-3,P
HG4,O3,22/01/2013 00:45,,ug m-3,P
HG4,O3,22/01/2013 01:00,,ug m-3,P
HG4,O3,22/01/2013 01:15,4,ug m-3,P
HG4,O3,22/01/2013 01:30,8,ug m-3,P
HG4,O3,22/01/2013 01:45,6,ug m-3,P
HG4,O3,22/01/2013 02:00,4,ug m-3,P
HG4,O3,22/01/2013 02:15,7,ug m-3,P
HG4,O3,22/01/2013 02:30,9,ug m-3,P
HG4,O3,22/01/2013 02:45,9,ug m-3,P
HG4,O3,22/01/2013 03:00,7,ug m-3,P
HG4,O3,22/01/2013 03:15,5,ug m-3,P
HG4,O3,22/01/2013 03:30,4,ug m-3,P
HG4,O3,22/01/2013 03:45,4,ug m-3,P
HG4,O3,22/01/2013 04:00,3,ug m-3,P
HG4,O3,22/01/2013 04:15,3,ug m-3,P
HG4,O3,22/01/2013 04:30,4,ug m-3,P
HG4,O3,22/01/2013 04:45,4,ug m-3,P
HG4,O3,22/01/2013 05:00,3,ug m-3,P
HG4,O3,22/01/2013 05:15,4,ug m-3,P
HG4,O3,22/01/2013 05:30,5,ug m-3,P
HG4,O3,22/01/2013 05:45,7,ug m-3,P
HG4,O3,22/01/2013 06:00,8,ug m-3,P
HG4,O3,22/01/2013 06:15,9,ug m-3,P
HG4,O3,22/01/2013 06:30,9,ug m-3,P
HG4,O3,22/01/2013 06:45,8,ug m-3,P
HG4,O3,22/01/2013 07:00,8,ug m-3,P
HG4,O3,22/01/2013 07:15,6,ug m-3,P
HG4,O3,22/01/2013 07:30,4,ug m-3,P
HG4,O3,22/01/2013 07:45,5,ug m-3,P
HG4,O3,22/01/2013 08:00,4,ug m-3,P
HG4,O3,22/01/2013 08:15,6,ug m-3,P
HG4,O3,22/01/2013 08:30,7,ug m-3,P
HG4,O3,22/01/2013 08:45,9,ug m-3,P
HG4,O3,22/01/2013 09:00,9,ug m-3,P
HG4,O3,22/01/2013 09:15,10,ug m-3,P
HG4,O3,22/01/2013 09:30,9,ug m-3,P
HG4,O3,22/01/2013 09:45,7,ug m-3,P
HG4,O3,22/01/2013 10:00,9,ug m-3,P
HG4,O3,22/01/2013 10:15,9,ug m-3,P
HG4,O3,22/01/2013 10:30,7,ug m-3,P
HG4,O3,22/01/2013 10:45,10,ug m-3,P
HG4,O3,22/01/2013 11:00,8,ug m-3,P
HG4,O3,22/01/2013 11:15,11,ug m-3,P
HG4,O3,22/01/2013 11:30,7,ug m-3,P
HG4,O3,22/01/2013 11:45,9,ug m-3,P
HG4,O3,22/01/2013 12:00,7,ug m-3,P
HG4,O3,22/01/2013 12:15,16,ug m-3,P
HG4,O3,22/01/2013 12:30,19,ug m-3,P
HG4,O3,22/01/2013 12:45,20,ug m-3,P
HG4,O3,22/01/2013 13:00,23,ug m-3,P
HG4,O3,22/01/2013 13:15,30,ug m-3,P
HG4,O3,22/01/2013 13:30,31,ug m-3,P
HG4,O3,22/01/2013 13:45,33,ug m-3,P
HG4,O3,22/01/2013 14:00,23,ug m-3,P
HG4,O3,22/01/2013 14:15,23,ug m-3,P
HG4,O3,22/01/2013 14:30,19,ug m-3,P
HG4,O3,22/01/2013 14:45,23,ug m-3,P
